2016-05-25,NEUTRAL,NEUTRAL,10000000
2016-05-26,NEUTRAL,NEUTRAL,10000000
2016-05-27,NEUTRAL,NEUTRAL,10000000
2016-05-30,NEUTRAL,NEUTRAL,10000000
2016-05-31,NEUTRAL,NEUTRAL,10000000
2016-06-01,NEUTRAL,NEUTRAL,10000000
2016-06-02,NEUTRAL,NEUTRAL,10000000
2016-06-03,NEUTRAL,UP,10000000
2016-06-06,NEUTRAL,UP,10000000
2016-06-07,NEUTRAL,UP,10000000
2016-06-08,NEUTRAL,NEUTRAL,10000000
2016-06-09,NEUTRAL,NEUTRAL,10000000
2016-06-10,NEUTRAL,NEUTRAL,10000000
2016-06-13,NEUTRAL,NEUTRAL,10000000
2016-06-14,NEUTRAL,NEUTRAL,10000000
2016-06-15,NEUTRAL,NEUTRAL,10000000
2016-06-16,NEUTRAL,NEUTRAL,10000000
2016-06-17,NEUTRAL,NEUTRAL,10000000
2016-06-20,NEUTRAL,NEUTRAL,10000000
2016-06-21,NEUTRAL,UP,10000000
2016-06-22,UP,NEUTRAL,10013849
2016-06-23,NEUTRAL,NEUTRAL,10013849
2016-06-24,NEUTRAL,DOWN,10013849
2016-06-27,NEUTRAL,UP,10013849
2016-06-28,NEUTRAL,UP,10013849
2016-06-29,NEUTRAL,NEUTRAL,10013849
2016-06-30,NEUTRAL,NEUTRAL,10013849
2016-07-01,NEUTRAL,UP,10013849
2016-07-04,NEUTRAL,NEUTRAL,10013849
2016-07-05,NEUTRAL,NEUTRAL,10013849
2016-07-06,NEUTRAL,NEUTRAL,10013849
2016-07-07,NEUTRAL,NEUTRAL,10013849
2016-07-08,NEUTRAL,NEUTRAL,10013849
2016-07-11,NEUTRAL,NEUTRAL,10013849
2016-07-12,NEUTRAL,DOWN,10013849
2016-07-13,NEUTRAL,NEUTRAL,10013849
2016-07-14,NEUTRAL,NEUTRAL,10013849
2016-07-15,NEUTRAL,DOWN,10013849
2016-07-19,NEUTRAL,NEUTRAL,10013849
2016-07-20,UP,UP,10538302
2016-07-21,NEUTRAL,NEUTRAL,10538302
2016-07-22,NEUTRAL,NEUTRAL,10538302
2016-07-25,NEUTRAL,NEUTRAL,10538302
2016-07-26,NEUTRAL,NEUTRAL,10538302
2016-07-27,NEUTRAL,NEUTRAL,10538302
2016-07-28,NEUTRAL,NEUTRAL,10538302
2016-07-29,NEUTRAL,NEUTRAL,10538302
2016-08-01,NEUTRAL,UP,10538302
2016-08-02,NEUTRAL,NEUTRAL,10538302
2016-08-03,NEUTRAL,DOWN,10538302
2016-08-04,NEUTRAL,DOWN,10538302
2016-08-05,NEUTRAL,NEUTRAL,10538302
2016-08-08,DOWN,NEUTRAL,10538302
2016-08-09,NEUTRAL,UP,10538302
2016-08-10,NEUTRAL,UP,10538302
2016-08-12,NEUTRAL,NEUTRAL,10538302
2016-08-15,NEUTRAL,UP,10538302
2016-08-16,NEUTRAL,UP,10538302
2016-08-17,NEUTRAL,NEUTRAL,10538302
2016-08-18,NEUTRAL,NEUTRAL,10538302
2016-08-19,NEUTRAL,NEUTRAL,10538302
2016-08-22,NEUTRAL,NEUTRAL,10538302
2016-08-23,NEUTRAL,NEUTRAL,10538302
2016-08-24,NEUTRAL,NEUTRAL,10538302
2016-08-25,NEUTRAL,NEUTRAL,10538302
2016-08-26,NEUTRAL,NEUTRAL,10538302
2016-08-29,NEUTRAL,DOWN,10538302
2016-08-30,NEUTRAL,NEUTRAL,10538302
2016-08-31,NEUTRAL,NEUTRAL,10538302
2016-09-01,NEUTRAL,NEUTRAL,10538302
2016-09-02,NEUTRAL,NEUTRAL,10538302
2016-09-05,NEUTRAL,NEUTRAL,10538302
2016-09-06,NEUTRAL,UP,10538302
2016-09-07,NEUTRAL,NEUTRAL,10538302
2016-09-08,NEUTRAL,NEUTRAL,10538302
2016-09-09,NEUTRAL,NEUTRAL,10538302
2016-09-12,NEUTRAL,NEUTRAL,10538302
2016-09-13,NEUTRAL,NEUTRAL,10538302
2016-09-14,NEUTRAL,NEUTRAL,10538302
2016-09-15,NEUTRAL,NEUTRAL,10538302
2016-09-16,NEUTRAL,NEUTRAL,10538302
2016-09-20,NEUTRAL,UP,10538302
2016-09-21,NEUTRAL,NEUTRAL,10538302
2016-09-23,NEUTRAL,UP,10538302
2016-09-26,NEUTRAL,DOWN,10538302
2016-09-27,NEUTRAL,NEUTRAL,10538302
2016-09-28,NEUTRAL,NEUTRAL,10538302
2016-09-29,NEUTRAL,NEUTRAL,10538302
2016-09-30,NEUTRAL,NEUTRAL,10538302
2016-10-03,NEUTRAL,NEUTRAL,10538302
2016-10-04,NEUTRAL,NEUTRAL,10538302
2016-10-05,NEUTRAL,NEUTRAL,10538302
2016-10-06,NEUTRAL,NEUTRAL,10538302
2016-10-07,NEUTRAL,NEUTRAL,10538302
2016-10-11,NEUTRAL,NEUTRAL,10538302
2016-10-12,NEUTRAL,NEUTRAL,10538302
2016-10-13,NEUTRAL,UP,10538302
2016-10-14,NEUTRAL,NEUTRAL,10538302
2016-10-17,NEUTRAL,NEUTRAL,10538302
2016-10-18,NEUTRAL,NEUTRAL,10538302
2016-10-19,NEUTRAL,NEUTRAL,10538302
2016-10-20,NEUTRAL,NEUTRAL,10538302
2016-10-21,NEUTRAL,NEUTRAL,10538302
2016-10-24,NEUTRAL,NEUTRAL,10538302
2016-10-25,NEUTRAL,NEUTRAL,10538302
2016-10-26,NEUTRAL,NEUTRAL,10538302
2016-10-27,NEUTRAL,NEUTRAL,10538302
2016-10-28,NEUTRAL,NEUTRAL,10538302
2016-10-31,NEUTRAL,UP,10538302
2016-11-01,NEUTRAL,NEUTRAL,10538302
2016-11-02,NEUTRAL,NEUTRAL,10538302
2016-11-04,NEUTRAL,NEUTRAL,10538302
2016-11-07,NEUTRAL,NEUTRAL,10538302
2016-11-08,NEUTRAL,DOWN,10538302
2016-11-09,NEUTRAL,NEUTRAL,10538302
2016-11-10,NEUTRAL,NEUTRAL,10538302
2016-11-11,NEUTRAL,DOWN,10538302
2016-11-14,UP,UP,10966386
2016-11-15,NEUTRAL,NEUTRAL,10966386
2016-11-16,NEUTRAL,NEUTRAL,10966386
2016-11-17,NEUTRAL,NEUTRAL,10966386
2016-11-18,NEUTRAL,NEUTRAL,10966386
2016-11-21,NEUTRAL,NEUTRAL,10966386
2016-11-22,NEUTRAL,UP,10966386
2016-11-24,NEUTRAL,NEUTRAL,10966386
2016-11-25,NEUTRAL,NEUTRAL,10966386
2016-11-28,DOWN,NEUTRAL,10966386
2016-11-29,NEUTRAL,NEUTRAL,10966386
2016-11-30,NEUTRAL,NEUTRAL,10966386
2016-12-01,NEUTRAL,NEUTRAL,10966386
2016-12-02,NEUTRAL,NEUTRAL,10966386
2016-12-05,NEUTRAL,NEUTRAL,10966386
2016-12-06,NEUTRAL,NEUTRAL,10966386
2016-12-07,NEUTRAL,NEUTRAL,10966386
2016-12-08,NEUTRAL,NEUTRAL,10966386
2016-12-09,NEUTRAL,NEUTRAL,10966386
2016-12-12,NEUTRAL,UP,10966386
2016-12-13,NEUTRAL,UP,10966386
2016-12-14,NEUTRAL,NEUTRAL,10966386
2016-12-15,NEUTRAL,NEUTRAL,10966386
2016-12-16,NEUTRAL,NEUTRAL,10966386
2016-12-19,NEUTRAL,NEUTRAL,10966386
2016-12-20,NEUTRAL,NEUTRAL,10966386
2016-12-21,NEUTRAL,NEUTRAL,10966386
2016-12-22,NEUTRAL,NEUTRAL,10966386
2016-12-26,NEUTRAL,NEUTRAL,10966386
2016-12-27,NEUTRAL,NEUTRAL,10966386
2016-12-28,NEUTRAL,NEUTRAL,10966386
2016-12-29,NEUTRAL,NEUTRAL,10966386
2016-12-30,NEUTRAL,NEUTRAL,10966386
2017-01-04,NEUTRAL,NEUTRAL,10966386
2017-01-05,NEUTRAL,NEUTRAL,10966386
2017-01-06,NEUTRAL,NEUTRAL,10966386
2017-01-10,NEUTRAL,NEUTRAL,10966386
2017-01-11,NEUTRAL,DOWN,10966386
2017-01-12,NEUTRAL,NEUTRAL,10966386
2017-01-13,NEUTRAL,NEUTRAL,10966386
2017-01-16,NEUTRAL,NEUTRAL,10966386
2017-01-17,NEUTRAL,NEUTRAL,10966386
2017-01-18,NEUTRAL,NEUTRAL,10966386
2017-01-19,NEUTRAL,NEUTRAL,10966386
2017-01-20,NEUTRAL,NEUTRAL,10966386
2017-01-23,NEUTRAL,NEUTRAL,10966386
2017-01-24,NEUTRAL,NEUTRAL,10966386
2017-01-25,NEUTRAL,NEUTRAL,10966386
2017-01-26,NEUTRAL,UP,10966386
2017-01-27,NEUTRAL,NEUTRAL,10966386
2017-01-30,NEUTRAL,NEUTRAL,10966386
2017-01-31,NEUTRAL,NEUTRAL,10966386
2017-02-01,NEUTRAL,NEUTRAL,10966386
2017-02-02,NEUTRAL,NEUTRAL,10966386
2017-02-03,NEUTRAL,NEUTRAL,10966386
2017-02-06,NEUTRAL,NEUTRAL,10966386
2017-02-07,NEUTRAL,NEUTRAL,10966386
2017-02-08,NEUTRAL,NEUTRAL,10966386
2017-02-09,NEUTRAL,UP,10966386
2017-02-10,NEUTRAL,DOWN,10966386
2017-02-13,NEUTRAL,NEUTRAL,10966386
2017-02-14,NEUTRAL,NEUTRAL,10966386
2017-02-15,NEUTRAL,NEUTRAL,10966386
2017-02-16,NEUTRAL,NEUTRAL,10966386
2017-02-17,NEUTRAL,NEUTRAL,10966386
2017-02-20,NEUTRAL,NEUTRAL,10966386
2017-02-21,NEUTRAL,NEUTRAL,10966386
2017-02-22,NEUTRAL,NEUTRAL,10966386
2017-02-23,NEUTRAL,NEUTRAL,10966386
2017-02-24,NEUTRAL,NEUTRAL,10966386
2017-02-27,NEUTRAL,UP,10966386
2017-02-28,NEUTRAL,NEUTRAL,10966386
2017-03-01,NEUTRAL,NEUTRAL,10966386
2017-03-02,NEUTRAL,NEUTRAL,10966386
2017-03-03,NEUTRAL,NEUTRAL,10966386
2017-03-06,NEUTRAL,NEUTRAL,10966386
2017-03-07,NEUTRAL,NEUTRAL,10966386
2017-03-08,NEUTRAL,NEUTRAL,10966386
2017-03-09,NEUTRAL,NEUTRAL,10966386
2017-03-10,NEUTRAL,NEUTRAL,10966386
2017-03-13,NEUTRAL,NEUTRAL,10966386
2017-03-14,NEUTRAL,NEUTRAL,10966386
2017-03-15,NEUTRAL,NEUTRAL,10966386
